full_text,processed_text_sastrawi,label
hamas rakyat sipil gaza tameng hidup mouza abu marzouk pejabat biro politik hamas menyerang berlindung terowongan tanah masyarakat sipil gaza diatasnya menerima balasan serangan lawan,hamas rakyat sipil gaza tameng hidup mouza abu marzouk jabat biro politik hamas serang lindung terowongan tanah masyarakat sipil gaza atas terima balas serang lawan,positif
bnyk yg bergerak grass root pdip krn grass root pdip militan tdp banteng sosok kalahkan politik dinasti dukung pasangan amp yg maju putaran melawan bocil mk,bnyk yg gerak grass root pdip krn grass root pdip militan tdp banteng sosok kalah politik dinasti dukung pasang amp yg maju putar lawan bocil mk,positif
sepakat murni konflik politik nggak urusan dgn nubuat agama menang kalah hidup mati kemanusiaan kebiadaban,sepakat murni konflik politik nggak urus dgn nubuat agama menang kalah hidup mati manusia biadab,negatif
emang megawati politik dinasti tolol kau,emang megawati politik dinasti tolol kau,negatif
relawan asandra semangat gotong royong kepedulian masyarakat contoh nyata program tebus sembako murah,rawan asandra semangat gotong royong peduli masyarakat contoh nyata program tebus sembako murah,negatif
relawan ya hak politik ya kasih dukungan ya izin bilang dolo jokowi namanya beradab izin dukung prabowo gibran izin dukung ganjar relawan jokowi g prabowo ad yg gibran ya wajar izin gini aja blow up kocak,rawan ya hak politik ya kasih dukung ya izin bilang dolo jokowi nama adab izin dukung prabowo gibran izin dukung ganjar rawan jokowi g prabowo ad yg gibran ya wajar izin gin aja blow up kocak,positif
rakyat bayar cukai ambil sgt pasal global pemimpin berbelanja utk kepentingan politik,rakyat bayar cukai ambil sgt pasal global pimpin belanja utk penting politik,negatif
partai keadilan sejahtera pelopor mempromosikan nilainilai keagamaan moral politik,partai adil sejahtera pelopor promosi nilainilai agama moral politik,negatif
disclaimer mewakili manamana parti politik penjelasan manipulasi tweet kepentingan politik,disclaimer wakil manamana parti politik jelas manipulasi tweet penting politik,negatif
ssst politik licin wkwkwk,ssst politik licin wkwkwk,netral
rasis bambang emang murni politik cina daratan komunis taiwan demokrasi liberal,ras bambang emang murni politik cina darat komunis taiwan demokrasi liberal,negatif
kena bersangka buruk dap tindakanucapan kali dap menggegarkan negara kawan ph takde korang survival politik korang berhenti bersuara menegur,kena sangka buruk dap tindakanucapan kali dap gegar negara kawan ph takde korang survival politik korang henti suara tegur,negatif
iya kemarin isinya politik tl ku,iya kemarin isi politik tl ku,positif
tetapkan etika pedoman politik,tetap etika pedoman politik,netral
program unggulan dinasti politik bro disuruh maju bro kagak yg mundur bro mundur bro maju keadilan didalam dinasti,program unggul dinasti politik bro suruh maju bro kagak yg mundur bro mundur bro maju adil dalam dinasti,negatif
kapolsek torgamba akp m ilham lubis sh melaks giat cooling sistem kediaman h mangayat jago ritonga spd mm yg tokoh agama adat pendidikan politik bacaleg prov dlm rangka membahas sitkamtibmas menjelang pemilu damai,kapolsek torgamba akp m ilham lubis sh melaks giat cooling sistem diam h mangayat jago ritonga spd mm yg tokoh agama adat didik politik bacaleg prov dlm rangka bahas sitkamtibmas jelang milu damai,negatif
adu domba karna perbedaan pilihan pendapat politik amp share,adu domba karna beda pilih dapat politik amp share,netral
yg menyedihkan dr kegagalan pemerintahan yg mestinya kejar pertumbuhan pemerataan jd sia semntara kerusakan ujungnya akrobat politik,yg sedih dr gagal perintah yg mesti kejar tumbuh perata jd sia semntara rusa ujung akrobat politik,positif
grace diadakan remuk rakyat eee itulh politik cari posisi aman amp coba mningkatkn suara utk psi dikorban mas ganjar,grace ada remuk rakyat eee itulh politik cari posisi aman amp coba mningkatkn suara utk psi korban mas ganjar,positif
elit politik komen kayak gini tau sengaja biar masyarakat gaduh gak mikir ekonomi ya ya,elit politik komen kayak gin tau sengaja biar masyarakat gaduh gak mikir ekonomi ya ya,positif
politik mengajarkan elastis flexible bayangkanmeretweet bambang wijayanto syahganda nainggolan terbayangkan kepala rentang secepat,politik ajar elastis flexible bayangkanmeretweet bambang wijayanto syahganda nainggolan bayang kepala rentang cepat,netral
bau bau politik,bau bau politik,netral
sedar bahawa isuisu berkaitan konflik politik menimbulkan perasaan emosional berharap berkomunikasi hormat bebas katakata kasar hasutan kebencian,dar bahawa isuisu kait konflik politik timbul asa emosional harap komunikasi hormat bebas katakata kasar hasut benci,negatif
korut china russia sisi palestina politik garem klo gua salah emang musuhan mamarika gapapa kondisi nguntungin palestina syukuri aja,korut china russia sisi palestina politik garem klo gua salah emang musuh mamarika gapapa kondisi nguntungin palestina syukur aja,positif
gada diskriminasi memiliki efek elektoral capres cawapres terpilih mahasiswa sulit tersaring masuk kedalam lingkaran politik ring dibandingkan mahasiswa,gada diskriminasi milik efek elektoral capres cawapres pilih mahasiswa sulit saring masuk dalam lingkar politik ring banding mahasiswa,positif
ya capek debat kusir orang gak paham alutsista geo politik gawe aja deh ya,ya capek debat kusir orang gak paham alutsista geo politik gawe aja deh ya,positif
tl ganjar sadar betapa gak beradabnya warga coba deh tu gak sejalan perkara politik gapapa tolonglah kalo bicara orang tua dipake adabnya,tl ganjar sadar betapa gak adab warga coba deh tu gak jalan perkara politik gapapa tolong kalo bicara orang tua dipake adab,positif
bau bau politik kemana aja,bau bau politik mana aja,netral
kehormatan ditegakkan politik,hormat tegak politik,netral
alahsiah nyambung politik yg salah fifa dodo yg gabisa bawa timnya kalahin maroko klo settingan adu pinalti yg gagal eksekusi udh dibayar mafia gitu,alahsiah nyambung politik yg salah fifa dodo yg gabisa bawa tim kalahin maroko klo settingan adu pinalti yg gagal eksekusi udh bayar mafia gitu,positif
taktau walaun kau ni pure bodoh bodoh ismail sabri mintak jumpa berunding je pembangkang berunding elok elok taknak rosakkan scene politik malaysia pas ni konon je perjuangkan islam bab muafakat pas bodoh,taktau walaun kau ni pure bodoh bodoh ismail sabri mintak jumpa runding je bangkang runding elok elok taknak rosakkan scene politik malaysia pas ni konon je juang islam bab muafakat pas bodoh,positif
brarti salah dubes palestina indonesia yg bilang politik,brarti salah dubes palestina indonesia yg bilang politik,positif
pendukung ganjar ketidak sepahaman gesekan membaca kondisi politik perhatikan tinggal mengelola perbedaan ketegangan perbedaan kehendak allah swt sunannatulah,dukung ganjar tidak paham gesek baca kondisi politik perhati tinggal kelola beda tegang beda hendak allah swt sunannatulah,positif
emang fokus bidang drpd politik,emang fokus bidang drpd politik,netral
emang sesuai rumus situ p semoga p amin p amin gak lolos gama golput golput golput situ golput mendukung politik dinasti keluarga,emang sesuai rumus situ p moga p amin p amin gak lolos gama golput golput golput situ golput dukung politik dinasti keluarga,netral
dengerdenger kemarin parpol ngamukngamuk ga sepakat politik dinasti,dengerdenger kemarin parpol ngamukngamuk ga sepakat politik dinasti,positif
sahabat petualang politik disinisatu kesono,sahabat tualang politik disinisatu sono,netral
mnyokong tnpa unsur politik tu,mnyokong tnpa unsur politik tu,netral
politik kampret bersainglah dgn sehat contoh gimana ga cakar jgn adu domba adulah gagasan,politik kampret saing dgn sehat contoh gimana ga cakar jgn adu domba adu gagas,positif
pengamat politik rocky gerung menyajikan kritik pedas undangan makan siang istana calon presiden,amat politik rocky gerung saji kritik pedas undang makan siang istana calon presiden,negatif
senator filep kemendagri politik rakyat daerah percaya keputusan lembaga wakil rakyat dibandingkan usulan pemerintah,senator filep kemendagri politik rakyat daerah percaya putus lembaga wakil rakyat banding usul perintah,negatif
yg namanya sunami politik,yg nama sunam politik,negatif
pace jas merah lulusan universitas hasanuddin kepentingan politik pemerintah penentuan pj gubernur,pace jas merah lulus universitas hasanuddin penting politik perintah tentu pj gubernur,negatif
sejujurnya iq rakyat malaysia majoriti paras bare minimum ni salah politik,jujur iq rakyat malaysia majoriti paras bare minimum ni salah politik,netral
udah presiden yg bali baliho amp bendera politik turunkan era sby tp buzzer demen banget nyebar hoax lihat yg nurunin baliho cuman satpol pp tp warga membantu tertib,udah presiden yg bal baliho amp bendera politik turun era sby tp buzzer demen banget nyebar hoax lihat yg nurunin baliho cuman satpol pp tp warga bantu tertib,positif
jgn digiring politik praktis pade negara rakyat yg dpt hak dilindungi uud utk menentukan pilihannya,jgn giring politik praktis pade negara rakyat yg dpt hak lindung uud utk tentu pilih,positif
kebusukan jalan pintas kompromi politik yg diharapkan bangsa negara klau kepentingan kelompok,busuk jalan pintas kompromi politik yg harap bangsa negara klau penting kelompok,negatif
kritik permendagri penjabat kepala daerah filep soroti muatan kepentingan politik pemerintah,kritik permendagri jabat kepala daerah filep sorot muat penting politik perintah,negatif
sdh diseting spt itupolitik sekolamprabowo sdh masuk dlm jeratnya,sdh ting spt itupolitik sekolamprabowo sdh masuk dlm jerat,positif
politik ni mcm kau berlawan rumah sukan time lawan je lawan mcm mmber je salim je bebal,politik ni mcm kau lawan rumah sukan time lawan je lawan mcm mmber je salim je bebal,netral
org politik muda tu cakap je dpt likeeeeee,org politik muda tu cakap je dpt likeeeeee,netral
prinsip kejujuran dasar dunia politik,prinsip jujur dasar dunia politik,netral
partai politik gk kalah kalah mk mumpung adiknya ketua ma,partai politik gk kalah kalah mk mumpung adik ketua ma,positif
politik ituternyata ya klu kemaren segerbong apapun sanjung klu uda beda pilihan harap setitik kebaikan,politik ituternyata ya klu kemaren gerbong apa sanjung klu uda beda pilih harap titik baik,positif
politik baper wkwkwkkwwk mengharap balas jasa politik kasian banget wkwkkwkwkwkwk,politik baper wkwkwkkwwk harap balas jasa politik kasi banget wkwkkwkwkwkwk,negatif
kantor beritaantara menyelenggarakan pelatihan wartawan bertajukmenjaga kode etik jurnalistik mengantisipasi potensihoaks menghadapi politik secarahybrid surabaya selasa pelatihan merupakansalah satuprogram tanggungjawab sosial,kantor beritaantara selenggara latih wartawan bertajukmenjaga kode etik jurnalistik antisipasi potensihoaks hadap politik secarahybrid surabaya selasa latih merupakansalah satuprogram tanggungjawab sosial,negatif
presiden joko widodo jokowi mengaku menerima informasi pj gubernur bali terkait pemindahan atribut partai politik bali kunjungan,presiden joko widodo jokowi aku terima informasi pj gubernur bal kait pindah atribut partai politik bal kunjung,positif
layak dijuluki ahli strategi zamannya dr strategi politiknya tlh mengkorbankan jutaan nyawa tk berdosa zaman it secepat seterbuka bgn jg memakai strategi politik zaman tikotok dilebuan,layak juluk ahli strategi zaman dr strategi politik tlh korban juta nyawa tk dosa zaman it cepat buka bgn jg pakai strategi politik zaman tikotok dilebuan,negatif
kasihan lo pul abis gini gelandangan politik,kasihan lo pul abis gin gelandang politik,positif
kebutuhan pangan listrik palestine gak berterima kasih penyerangan besarbesaran palestina pasukan hamas orang bilang kalo hamas pro israel partai politik,butuh pangan listrik palestine gak terima kasih serang besarbesaran palestina pasu hamas orang bilang kalo hamas pro israel partai politik,positif
suhu politik nasional mendidih efek panas global infonya sehat,suhu politik nasional didih efek panas global info sehat,netral
politik yg netral kepentingan pen ngakak sih adian blg gk dikasih jabatan ditawari mentri ditolak cek yt adian ngomong sakit hati erick yg diangkat jd mentri bumn erick,politik yg netral penting pen ngakak sih adi blg gk kasih jabat tawar tri tolak cek yt adi ngomong sakit hati erick yg angkat jd tri bumn erick,positif
ganjar mendorong generasi muda indonesia terjun dunia politik tag ivan gunawan hamas alexis yaman pagii arab saudi bolivia november rain dubai layla netral backstreet antony blinken yahudi israel,ganjar dorong generasi muda indonesia terjun dunia politik tag ivan gunawan hamas alexis yaman pagi arab saudi bolivia november rain dubai layla netral backstreet antony blinken yahudi israel,positif
sedih ya hakim yg bikin mk spt dagelan politik,sedih ya hakim yg bikin mk spt dagel politik,positif
politik sayang anak machiavelli jawa,politik sayang anak machiavelli jawa,netral
ni mengajar dewasa kuasai ilmu pendidikan sosial kewangan politik relaks usaha dont give up just reach up until you reach the sky,ni ajar dewasa kuasa ilmu didik sosial wang politik relaks usaha dont give up just reach up until you reach the sky,netral
pertahankan etika dunia politik,tahan etika dunia politik,netral
memilih gibran opsi politikus busuk kekuasaan jabatan konstitusi preteli meangnya indonesia gibran opsi politik sempurna merusak politik,pilih gibran opsi politikus busuk kuasa jabat konstitusi pretel meangnya indonesia gibran opsi politik sempurna rusak politik,negatif
laaaah penjual agama jualan kau khilafah radikal radikulsekarang sok pengamat politikwkwkwkwkw tolonya jualan agama lg sepi ya slah,laaaah jual agama jual kau khilafah radikal radikulsekarang sok amat politikwkwkwkwkw tolonya jual agama lg sepi ya slah,positif
kejujuran dikedepankan politik,jujur depan politik,netral
sdh open cup bola poli yg diselenggarakan partai politik dasar kapolsek bodoh intervensi kekuasaan terselubung,sdh open cup bola pol yg selenggara partai politik dasar kapolsek bodoh intervensi kuasa selubung,positif
